application_id,review_stage,review_status,score,community_priority,equity_score,reviewed_at,review_version,panel_code
A26-5009,final,complete,87,87,75,2026-03-19T15:20-07:00,1,P-D
A26-6254,screening,complete,77,81,87,2026-03-04T11:00-08:00,1,P-A
A26-4057,final,complete,93,73,87,2026-03-20T15:20-07:00,1,P-B
A26-5061,screening,complete,87,71,97,2026-03-05T15:00-08:00,1,P-C
A26-0015,final,complete,79,75,97,2026-03-19T16:00-07:00,1,P-D
A26-5015,final,complete,78,90,78,2026-03-10T10:40-07:00,1,P-B
A26-5090,final,complete,91,95,82,2026-03-12T16:40-07:00,1,P-D
A26-5138,final,complete,75,92,86,2026-03-17T13:20-07:00,1,P-C
A26-1099,final,complete,86,74,70,2026-03-28T11:00-07:00,1,P-D
A26-5171,screening,complete,98,67,89,2026-03-02T16:00-08:00,1,P-C
A26-9806,screening,complete,57,75,89,2026-03-04T11:00-08:00,1,P-C
A26-5036,final,complete,77,99,68,2026-03-11T12:00-07:00,1,P-A
A26-5139,final,complete,76,96,73,2026-03-12T09:00-07:00,1,P-B
A26-0932,final,complete,75,78,78,2026-03-14T10:00-07:00,1,P-C
A26-5079,screening,complete,68,69,73,2026-03-06T11:00-08:00,1,P-A
A26-3000,screening,complete,57,69,70,2026-03-03T13:00-08:00,1,P-C
A26-1817,screening,complete,92,71,64,2026-03-02T15:00-08:00,1,P-B
A26-1380,final,complete,83,94,78,2026-03-09T15:20-07:00,1,P-C
A26-3108,final,complete,96,95,92,2026-03-14T12:40-07:00,1,P-B
A26-8803,final,complete,73,92,79,2026-03-18T16:20-07:00,1,P-C
A26-5047,screening,complete,90,96,74,2026-03-06T12:00-08:00,1,P-C
A26-5107,final,complete,79,75,97,2026-03-18T12:20-07:00,1,P-B
A26-2183,final,complete,76,75,79,2026-03-14T15:40-07:00,1,P-D
A26-9797,final,complete,75,84,84,2026-03-21T12:40-07:00,1,P-D
A26-5050,final,complete,85,80,75,2026-03-23T17:40-07:00,1,P-D
A26-9809,final,complete,91,73,93,2026-03-16T14:00-07:00,1,P-C
A26-1343,final,complete,78,72,95,2026-03-15T11:00-07:00,1,P-B
A26-6587,final,complete,84,84,85,2026-03-15T11:00-07:00,1,P-B
A26-1154,final,complete,72,76,77,2026-03-28T11:00-07:00,1,P-D
A26-5442,final,complete,69,88,88,2026-03-22T12:00-07:00,1,P-A
A26-5118,screening,complete,85,78,77,2026-03-03T11:00-08:00,1,P-C
A26-3355,final,complete,96,89,82,2026-03-28T11:00-07:00,1,P-D
A26-5121,final,complete,77,87,82,2026-03-23T17:20-07:00,1,P-B
A26-7117,final,complete,72,85,80,2026-03-23T15:40-07:00,1,P-C
A26-5133,final,complete,89,95,95,2026-03-18T14:20-07:00,1,P-B
A26-5145,screening,complete,59,81,97,2026-03-01T11:00-08:00,1,P-B
A26-5021,final,complete,82,93,81,2026-03-28T11:00-07:00,1,P-D
A26-8788,final,complete,92,87,73,2026-03-21T16:20-07:00,1,P-C
A26-0622,screening,complete,97,70,77,2026-03-03T16:00-08:00,1,P-B
A26-0817,final,complete,71,84,90,2026-03-13T10:00-07:00,1,P-C
A26-5400,screening,complete,58,72,86,2026-03-07T14:00-08:00,1,P-A
A26-5116,final,complete,75,98,77,2026-03-13T12:20-07:00,1,P-A
A26-6326,final,complete,93,75,85,2026-03-09T10:40-07:00,1,P-A
A26-9407,screening,complete,68,99,99,2026-03-03T16:00-08:00,1,P-B
A26-5159,screening,complete,87,67,88,2026-03-04T14:00-08:00,1,P-D
A26-1998,final,complete,99,99,99,2026-03-22T10:00-07:00,1,P-A
A26-1999,final,complete,98,98,98,2026-03-22T10:15-07:00,1,P-B
A26-2000,final,complete,97,97,97,2026-03-22T10:30-07:00,1,P-C
A26-2001,final,complete,94,97,97,2026-03-22T10:45-07:00,1,P-D
